Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
4,A1 LM,CHURCHMAN BIBLE,2945.0,65.25,0.9229999999999999,2.835,9.519,3.52,2,0.598
6,A1 LM,CHURCHMAN BIBLE,2945.5,44.718999999999994,0.95,0.156,7.412999999999999,3.178,2,0.5870000000000001
6,A1 LM,CHURCHMAN BIBLE,2946.0,36.531,0.955,-0.39799999999999996,7.087000000000001,3.221,2,0.5760000000000001
6,A1 LM,CHURCHMAN BIBLE,2946.5,34.656,0.956,0.531,7.672000000000001,3.1860000000000004,2,0.565
6,A1 LM,CHURCHMAN BIBLE,2947.0,45.281000000000006,0.951,2.5839999999999996,9.379,3.412,2,0.5539999999999999
6,A1 LM,CHURCHMAN BIBLE,2947.5,50.063,0.951,4.121,9.892999999999999,3.484,2,0.5429999999999999
6,A1 LM,CHURCHMAN BIBLE,2948.0,54.718999999999994,0.9440000000000001,6.222,10.965,3.4410000000000003,2,0.5329999999999999
5,A1 LM,CHURCHMAN BIBLE,2948.5,58.5,0.935,6.938,11.909,3.5469999999999997,2,0.522
5,A1 LM,CHURCHMAN BIBLE,2949.0,59.563,0.93,6.4110000000000005,10.581,3.4589999999999996,2,0.511
5,A1 LM,CHURCHMAN BIBLE,2949.5,58.281000000000006,0.9179999999999999,3.905,8.302,3.83,2,0.5
6,A1 LM,CHURCHMAN BIBLE,2950.0,47.875,0.925,1.999,6.058,4.281000000000001,2,0.489
6,A1 LM,CHURCHMAN BIBLE,2950.5,44.156000000000006,0.937,0.353,6.581,4.652,2,0.478
6,A1 LM,CHURCHMAN BIBLE,2951.0,38.875,0.9590000000000001,-0.667,6.819,4.5,2,0.467
6,A1 LM,CHURCHMAN BIBLE,2951.5,39.938,1.004,-1.114,6.827000000000001,4.105,2,0.457
8,A1 LM,CHURCHMAN BIBLE,2952.0,40.25,1.034,-0.248,6.547000000000001,4.093999999999999,2,0.446
8,A1 LM,CHURCHMAN BIBLE,2952.5,44.218999999999994,1.038,1.1520000000000001,6.122999999999999,3.9019999999999997,2,0.435
6,A1 LM,CHURCHMAN BIBLE,2953.0,40.563,1.046,1.6340000000000001,6.032,4.133,2,0.424
6,A1 LM,CHURCHMAN BIBLE,2953.5,37.125,1.056,0.981,5.952000000000001,3.83,2,0.413
8,A1 LM,CHURCHMAN BIBLE,2954.0,33.594,1.063,-0.38799999999999996,6.296,4.109,2,0.402
6,A1 LM,CHURCHMAN BIBLE,2954.5,43.406000000000006,1.0859999999999999,-0.85,5.489,4.129,2,0.391
6,A1 LM,CHURCHMAN BIBLE,2955.0,43.593999999999994,1.111,-0.8190000000000001,4.725,4.742,2,0.38
6,A1 LM,CHURCHMAN BIBLE,2955.5,45.563,1.129,0.39,3.4189999999999996,4.965,2,0.37
6,A1 LM,CHURCHMAN BIBLE,2956.0,43.968999999999994,1.145,0.772,3.573,4.68,2,0.359
6,A1 LM,CHURCHMAN BIBLE,2956.5,47.718999999999994,1.157,1.099,3.784,4.727,2,0.348
6,A1 LM,CHURCHMAN BIBLE,2957.0,46.125,1.162,1.351,4.263999999999999,4.629,2,0.337
6,A1 LM,CHURCHMAN BIBLE,2957.5,43.218999999999994,1.157,1.633,5.007,5.086,2,0.326
6,A1 LM,CHURCHMAN BIBLE,2958.0,38.313,1.135,1.665,5.952000000000001,4.77,2,0.315
6,A1 LM,CHURCHMAN BIBLE,2958.5,40.0,1.1159999999999999,0.98,6.979,4.633,2,0.304
6,A1 LM,CHURCHMAN BIBLE,2959.0,36.656,1.083,0.147,7.1770000000000005,3.898,2,0.293
6,A1 LM,CHURCHMAN BIBLE,2959.5,39.063,1.041,0.221,7.25,3.8960000000000004,2,0.28300000000000003
6,A1 LM,CHURCHMAN BIBLE,2960.0,39.063,1.041,0.221,7.25,3.8960000000000004,2,0.28300000000000003
6,A1 LM,CHURCHMAN BIBLE,2960.5,38.375,1.0090000000000001,0.654,7.11,3.74,2,0.272
6,A1 LM,CHURCHMAN BIBLE,2961.0,41.75,0.9740000000000001,1.476,7.704,4.211,2,0.261
6,A1 LM,CHURCHMAN BIBLE,2961.5,43.843999999999994,0.9329999999999999,2.5660000000000003,8.566,3.8810000000000002,2,0.25
6,A1 LM,CHURCHMAN BIBLE,2962.0,47.468999999999994,0.904,2.843,9.755,3.5389999999999997,2,0.239
6,A1 LM,CHURCHMAN BIBLE,2962.5,48.468999999999994,0.877,3.6,10.512,3.221,2,0.228
6,A1 LM,CHURCHMAN BIBLE,2963.0,45.875,0.845,4.357,10.585,3.1719999999999997,2,0.217
6,A1 LM,CHURCHMAN BIBLE,2963.5,47.0,0.823,5.742000000000001,10.713,3.248,2,0.207
6,A1 LM,CHURCHMAN BIBLE,2964.0,50.468999999999994,0.805,6.166,10.68,3.141,2,0.196
6,A1 LM,CHURCHMAN BIBLE,2964.5,53.843999999999994,0.7879999999999999,5.791,10.078,3.162,2,0.185
6,A1 LM,CHURCHMAN BIBLE,2965.0,55.313,0.787,4.743,9.369,3.0410000000000004,2,0.174
4,A1 LM,CHURCHMAN BIBLE,2965.5,60.563,0.795,3.853,8.94,3.074,2,0.163
4,A1 LM,CHURCHMAN BIBLE,2966.0,67.75,0.816,2.991,9.558,2.9939999999999998,2,0.152
4,A1 LM,CHURCHMAN BIBLE,2966.5,72.313,0.855,3.365,10.16,3.0980000000000003,2,0.141
4,A1 LM,CHURCHMAN BIBLE,2967.0,73.313,0.905,3.429,9.657,3.234,2,0.13
4,A1 LM,CHURCHMAN BIBLE,2967.5,73.375,0.9520000000000001,2.949,8.037,3.74,2,0.12
4,A1 LM,CHURCHMAN BIBLE,2968.0,70.063,1.008,2.2030000000000003,5.805,4.242,2,0.109
8,A1 LM,CHURCHMAN BIBLE,2968.5,70.063,1.008,2.2030000000000003,5.805,4.242,2,0.109
6,A1 LM,CHURCHMAN BIBLE,2969.0,64.313,1.05,1.187,3.988,4.984,2,0.098
6,A1 LM,CHURCHMAN BIBLE,2969.5,60.75,1.091,1.124,3.1239999999999997,5.223,2,0.087
6,A1 LM,CHURCHMAN BIBLE,2970.0,55.25,1.167,0.723,3.525,5.152,2,0.076
6,A1 LM,CHURCHMAN BIBLE,2970.5,55.156000000000006,1.25,0.731,4.445,4.875,2,0.065
8,A1 LM,CHURCHMAN BIBLE,2971.0,55.156000000000006,1.25,0.731,4.445,4.875,2,0.065
8,A1 LM,CHURCHMAN BIBLE,2971.5,52.25,1.2990000000000002,0.7290000000000001,5.472,4.863,2,0.054000000000000006
6,A1 LM,CHURCHMAN BIBLE,2972.0,57.843999999999994,1.308,0.687,6.686,4.457,2,0.043
8,A1 LM,CHURCHMAN BIBLE,2972.5,61.843999999999994,1.222,0.809,6.125,4.773,2,0.033
8,A1 LM,CHURCHMAN BIBLE,2973.0,70.188,1.048,2.187,7.041,3.217,2,0.022000000000000002
5,A1 LM,CHURCHMAN BIBLE,2973.5,71.938,0.8640000000000001,4.158,14.152000000000001,2.467,2,0.011000000000000001
3,B1 SH,CHURCHMAN BIBLE,2974.0,74.563,0.779,-0.6659999999999999,32.404,2.168,1,1.0
3,B1 SH,CHURCHMAN BIBLE,2974.5,72.688,0.727,0.7929999999999999,40.027,2.037,1,0.958
3,B1 SH,CHURCHMAN BIBLE,2975.0,77.438,0.705,-1.06,42.174,1.9409999999999998,1,0.917
3,B1 SH,CHURCHMAN BIBLE,2975.5,80.813,0.695,-1.3090000000000002,41.299,1.8880000000000001,1,0.875
3,B1 SH,CHURCHMAN BIBLE,2976.0,82.875,0.672,-2.435,42.571000000000005,1.8019999999999998,1,0.833
3,B1 SH,CHURCHMAN BIBLE,2976.5,80.813,0.657,-5.069,38.223,2.248,1,0.792
3,B1 SH,CHURCHMAN BIBLE,2977.0,71.75,0.6609999999999999,-3.162,27.967,3.102,1,0.75
3,B1 SH,CHURCHMAN BIBLE,2977.5,64.313,0.6890000000000001,-1.192,18.282,3.488,1,0.708
2,B1 SH,CHURCHMAN BIBLE,2978.0,60.563,0.818,3.299,9.982999999999999,3.3339999999999996,1,0.625
2,B1 SH,CHURCHMAN BIBLE,2978.5,65.688,0.8859999999999999,2.7939999999999996,9.022,3.25,1,0.583
2,B1 SH,CHURCHMAN BIBLE,2979.0,59.125,0.89,2.077,9.446,3.025,1,0.542
2,B1 SH,CHURCHMAN BIBLE,2979.5,57.563,0.868,1.903,10.645999999999999,2.7089999999999996,1,0.5
2,B1 SH,CHURCHMAN BIBLE,2980.0,54.156000000000006,0.821,1.138,11.020999999999999,2.9339999999999997,1,0.45799999999999996
2,B1 SH,CHURCHMAN BIBLE,2980.5,60.718999999999994,0.752,3.491,12.573,2.34,1,0.41700000000000004
2,B1 SH,CHURCHMAN BIBLE,2981.0,64.0,0.6940000000000001,5.212999999999999,23.546999999999997,1.9680000000000002,1,0.375
2,B1 SH,CHURCHMAN BIBLE,2981.5,68.063,0.675,-1.635,38.745,1.75,1,0.33299999999999996
2,B1 SH,CHURCHMAN BIBLE,2982.0,66.688,0.6459999999999999,-3.951,40.768,1.666,1,0.292
2,B1 SH,CHURCHMAN BIBLE,2982.5,65.125,0.608,-9.25,33.469,2.354,1,0.25
2,B1 SH,CHURCHMAN BIBLE,2983.0,61.375,0.563,-1.9140000000000001,21.104,3.387,1,0.20800000000000002
2,B1 SH,CHURCHMAN BIBLE,2983.5,62.125,0.51,3.503,16.468,3.2089999999999996,1,0.16699999999999998
2,B1 SH,CHURCHMAN BIBLE,2984.0,67.438,0.495,7.9,19.151,2.9019999999999997,1,0.125
2,B1 SH,CHURCHMAN BIBLE,2984.5,65.313,0.52,7.18,27.683000000000003,2.648,1,0.083
5,B1 LM,CHURCHMAN BIBLE,2985.0,60.218999999999994,0.545,3.448,27.605999999999998,2.6519999999999997,1,0.042
7,B1 LM,CHURCHMAN BIBLE,2985.5,46.75,0.5770000000000001,-1.7369999999999999,21.854,3.076,2,1.0
8,B1 LM,CHURCHMAN BIBLE,2986.0,38.688,0.618,-2.8960000000000004,11.783,3.8710000000000004,2,0.9690000000000001
8,B1 LM,CHURCHMAN BIBLE,2986.5,26.546999999999997,0.657,-2.215,6.756,4.312,2,0.938
8,B1 LM,CHURCHMAN BIBLE,2987.0,21.375,0.713,0.7090000000000001,3.3930000000000002,4.363,2,0.9059999999999999
8,B1 LM,CHURCHMAN BIBLE,2987.5,23.234,0.8009999999999999,-0.46799999999999997,5.643,4.492,2,0.875
8,B1 LM,CHURCHMAN BIBLE,2988.0,29.125,0.905,1.12,6.546,4.891,2,0.8440000000000001
8,B1 LM,CHURCHMAN BIBLE,2988.5,32.938,0.996,1.335,8.821,4.641,2,0.813
8,B1 LM,CHURCHMAN BIBLE,2989.0,33.094,1.023,2.804,8.231,4.363,2,0.7809999999999999
8,B1 LM,CHURCHMAN BIBLE,2989.5,27.703000000000003,0.995,3.242,8.33,4.0,2,0.75
8,B1 LM,CHURCHMAN BIBLE,2990.0,27.671999999999997,0.929,2.739,7.71,4.218999999999999,2,0.7190000000000001
8,B1 LM,CHURCHMAN BIBLE,2990.5,28.171999999999997,0.851,1.696,7.9239999999999995,4.242,2,0.688
8,B1 LM,CHURCHMAN BIBLE,2991.0,32.469,0.799,0.865,8.461,4.391,2,0.6559999999999999
6,B1 LM,CHURCHMAN BIBLE,2991.5,37.656,0.7809999999999999,2.169,8.28,3.863,2,0.625
6,B1 LM,CHURCHMAN BIBLE,2992.0,43.531000000000006,0.7829999999999999,4.538,8.597000000000001,3.352,2,0.594
6,B1 LM,CHURCHMAN BIBLE,2992.5,51.218999999999994,0.7929999999999999,4.914,8.172,3.195,2,0.563
6,B1 LM,CHURCHMAN BIBLE,2993.0,60.718999999999994,0.8009999999999999,3.895,7.726,3.359,2,0.531
6,B1 LM,CHURCHMAN BIBLE,2993.5,63.031000000000006,0.8029999999999999,1.46,6.547999999999999,3.949,2,0.5
6,B1 LM,CHURCHMAN BIBLE,2994.0,65.125,0.8140000000000001,0.24100000000000002,5.667999999999999,4.078,2,0.469
6,B1 LM,CHURCHMAN BIBLE,2994.5,57.625,0.8420000000000001,-0.878,6.151,4.164,2,0.43799999999999994
6,B1 LM,CHURCHMAN BIBLE,2995.0,60.281000000000006,0.895,-0.494,5.962000000000001,4.375,2,0.406
6,B1 LM,CHURCHMAN BIBLE,2995.5,75.125,0.9690000000000001,0.257,6.14,4.477,2,0.375
8,B1 LM,CHURCHMAN BIBLE,2996.0,97.31299999999999,0.995,1.975,6.0329999999999995,4.738,2,0.344
8,B1 LM,CHURCHMAN BIBLE,2996.5,100.375,1.002,1.5,8.412,4.445,2,0.313
8,B1 LM,CHURCHMAN BIBLE,2997.0,89.25,1.006,1.4080000000000001,9.578,4.27,2,0.281
8,B1 LM,CHURCHMAN BIBLE,2997.5,72.063,0.988,2.224,10.276,4.246,2,0.25
8,B1 LM,CHURCHMAN BIBLE,2998.0,72.625,0.968,3.323,9.323,4.144,2,0.21899999999999997
8,B1 LM,CHURCHMAN BIBLE,2998.5,73.813,0.934,4.188,9.387,4.187,2,0.188
8,B1 LM,CHURCHMAN BIBLE,2999.0,78.0,0.887,3.0380000000000003,9.266,4.144,2,0.156
8,B1 LM,CHURCHMAN BIBLE,2999.5,96.81299999999999,0.825,2.094,8.55,4.578,2,0.125
8,B1 LM,CHURCHMAN BIBLE,3000.0,145.75,0.755,1.651,10.849,2.908,2,0.094
3,B2 SH,CHURCHMAN BIBLE,3000.5,207.125,0.7070000000000001,-0.9229999999999999,22.896,2.35,2,0.063
3,B2 SH,CHURCHMAN BIBLE,3001.0,221.125,0.664,-9.69,39.427,2.043,2,0.031
3,B2 SH,CHURCHMAN BIBLE,3001.5,183.375,0.61,-9.88,45.231,1.9269999999999998,1,1.0
3,B2 SH,CHURCHMAN BIBLE,3002.0,124.43799999999999,0.5579999999999999,-7.337000000000001,46.692,2.15,1,0.917
3,B2 SH,CHURCHMAN BIBLE,3002.5,93.43799999999999,0.516,2.6710000000000003,42.934,2.004,1,0.833
3,B2 SH,CHURCHMAN BIBLE,3003.0,81.625,0.49200000000000005,6.728,44.248999999999995,1.641,1,0.75
3,B2 SH,CHURCHMAN BIBLE,3003.5,78.813,0.505,2.318,48.464,1.465,1,0.667
3,B2 SH,CHURCHMAN BIBLE,3004.0,74.5,0.535,-8.228,52.369,1.5130000000000001,1,0.583
3,B2 SH,CHURCHMAN BIBLE,3004.5,75.563,0.5479999999999999,-16.331,46.605,1.7409999999999999,1,0.5
3,B2 SH,CHURCHMAN BIBLE,3005.0,69.438,0.556,-18.252,40.175,2.8789999999999996,1,0.41700000000000004
3,B2 SH,CHURCHMAN BIBLE,3005.5,63.063,0.638,5.584,32.941,2.285,1,0.25
7,B2 SH,CHURCHMAN BIBLE,3006.0,67.5,0.696,-1.3730000000000002,37.75,2.102,1,0.16699999999999998
3,B2 SH,CHURCHMAN BIBLE,3006.5,64.938,0.7709999999999999,-9.77,34.037,2.199,1,0.083
5,B2 LM,CHURCHMAN BIBLE,3007.0,60.281000000000006,0.828,-10.539000000000001,24.016,3.8539999999999996,2,1.0
5,B2 LM,CHURCHMAN BIBLE,3007.5,48.843999999999994,0.84,-3.23,16.706,4.781000000000001,2,0.9670000000000001
8,B2 LM,CHURCHMAN BIBLE,3008.0,39.156,0.852,2.505,11.704,4.871,2,0.9329999999999999
8,B2 LM,CHURCHMAN BIBLE,3008.5,31.453000000000003,0.872,1.34,12.82,4.742,2,0.9
8,B2 LM,CHURCHMAN BIBLE,3009.0,27.031,0.883,0.9329999999999999,12.640999999999998,4.578,2,0.867
9,B2 LM,CHURCHMAN BIBLE,3009.5,31.453000000000003,0.899,0.99,12.242,4.52,2,0.833
9,B2 LM,CHURCHMAN BIBLE,3010.0,37.844,0.895,1.105,12.128,4.727,2,0.8
9,B2 LM,CHURCHMAN BIBLE,3010.5,43.313,0.898,0.9159999999999999,12.512,4.687,2,0.767
9,B2 LM,CHURCHMAN BIBLE,3011.0,41.906000000000006,0.8909999999999999,0.7929999999999999,13.074000000000002,4.593999999999999,2,0.733
9,B2 LM,CHURCHMAN BIBLE,3011.5,35.063,0.878,0.49200000000000005,13.229000000000001,4.867,2,0.7
9,B2 LM,CHURCHMAN BIBLE,3012.0,32.531,0.867,-0.022000000000000002,12.376,4.93,2,0.667
9,B2 LM,CHURCHMAN BIBLE,3012.5,30.906,0.85,-1.111,11.17,5.352,2,0.633
9,B2 LM,CHURCHMAN BIBLE,3013.0,32.188,0.821,-1.42,9.721,4.961,2,0.6
9,B2 LM,CHURCHMAN BIBLE,3013.5,34.281,0.778,-1.263,9.076,5.012,2,0.5670000000000001
9,B2 LM,CHURCHMAN BIBLE,3014.0,40.844,0.7240000000000001,-0.57,8.283999999999999,4.652,2,0.5329999999999999
6,B2 LM,CHURCHMAN BIBLE,3014.5,52.75,0.68,0.10800000000000001,8.388,3.912,2,0.5
6,B2 LM,CHURCHMAN BIBLE,3015.0,68.125,0.62,1.744,8.656,3.065,2,0.467
6,B2 LM,CHURCHMAN BIBLE,3015.5,96.06299999999999,0.504,4.265,11.75,2.76,2,0.433
7,B2 LM,CHURCHMAN BIBLE,3016.0,119.43799999999999,0.38299999999999995,5.89,15.545,2.656,2,0.4
7,B2 LM,CHURCHMAN BIBLE,3016.5,131.875,0.33899999999999997,6.374,19.456,2.926,2,0.36700000000000005
7,B2 LM,CHURCHMAN BIBLE,3017.0,124.56299999999999,0.27699999999999997,5.916,20.939,3.053,2,0.33299999999999996
7,B2 LM,CHURCHMAN BIBLE,3017.5,100.625,0.22399999999999998,5.712000000000001,21.875999999999998,3.2969999999999997,2,0.3
7,B2 LM,CHURCHMAN BIBLE,3018.0,83.31299999999999,0.19399999999999998,5.443,22.291,3.3480000000000003,2,0.267
7,B2 LM,CHURCHMAN BIBLE,3018.5,72.563,0.192,3.5860000000000003,20.095,3.363,2,0.233
7,B2 LM,CHURCHMAN BIBLE,3019.0,93.125,0.20800000000000002,1.204,16.227,3.8569999999999998,2,0.2
7,B2 LM,CHURCHMAN BIBLE,3019.5,117.75,0.237,0.16,12.095999999999998,3.9610000000000003,2,0.16699999999999998
5,B2 LM,CHURCHMAN BIBLE,3020.0,131.875,0.29,1.229,11.222999999999999,3.775,2,0.133
6,B2 LM,CHURCHMAN BIBLE,3020.5,124.25,0.341,3.054,11.106,3.2319999999999998,2,0.1
8,B2 LM,CHURCHMAN BIBLE,3021.0,106.25,0.401,3.3960000000000004,10.764000000000001,2.9810000000000003,2,0.067
3,B3 SH,CHURCHMAN BIBLE,3021.5,87.875,0.5,3.7969999999999997,9.68,3.201,2,0.033
3,B3 SH,CHURCHMAN BIBLE,3022.0,74.938,0.5870000000000001,3.3139999999999996,11.139000000000001,3.215,1,1.0
3,B3 SH,CHURCHMAN BIBLE,3022.5,67.625,0.633,3.947,13.485,2.94,1,0.929
2,B3 SH,CHURCHMAN BIBLE,3023.0,72.313,0.645,4.261,15.173,2.699,1,0.857
2,B3 SH,CHURCHMAN BIBLE,3023.5,70.5,0.653,3.445,15.842,2.647,1,0.7859999999999999
2,B3 SH,CHURCHMAN BIBLE,3024.0,70.188,0.649,3.398,14.082,2.91,1,0.7140000000000001
2,B3 SH,CHURCHMAN BIBLE,3024.5,66.25,0.639,3.7739999999999996,13.657,2.963,1,0.643
2,B3 SH,CHURCHMAN BIBLE,3025.0,66.813,0.635,3.915,11.173,2.945,1,0.5710000000000001
2,B3 SH,CHURCHMAN BIBLE,3025.5,66.875,0.617,2.883,10.252,3.205,1,0.5
2,B3 SH,CHURCHMAN BIBLE,3026.0,71.438,0.624,2.114,12.681,3.123,1,0.429
2,B3 SH,CHURCHMAN BIBLE,3026.5,83.68799999999999,0.6509999999999999,-0.804,26.781,2.6060000000000003,1,0.35700000000000004
2,B3 SH,CHURCHMAN BIBLE,3027.0,85.0,0.6809999999999999,-3.342,36.008,2.4,1,0.28600000000000003
2,B3 SH,CHURCHMAN BIBLE,3027.5,85.0,0.6809999999999999,-3.342,36.008,2.4,1,0.28600000000000003
2,B3 SH,CHURCHMAN BIBLE,3028.0,79.313,0.72,-7.159,36.7,2.258,1,0.214
3,B3 SH,CHURCHMAN BIBLE,3028.5,60.906000000000006,0.75,-8.424,27.272,3.275,1,0.14300000000000002
8,B3 LM,CHURCHMAN BIBLE,3029.0,47.0,0.757,-4.656000000000001,18.133,3.8360000000000003,1,0.071
8,B3 LM,CHURCHMAN BIBLE,3029.5,31.391,0.772,0.38799999999999996,11.868,4.023,2,1.0
6,B3 LM,CHURCHMAN BIBLE,3030.0,26.578000000000003,0.81,1.2109999999999999,10.41,4.207,2,0.929
6,B3 LM,CHURCHMAN BIBLE,3030.5,24.75,0.871,0.838,10.148,4.508,2,0.857
8,B3 LM,CHURCHMAN BIBLE,3031.0,28.094,0.912,1.891,8.802999999999999,5.105,2,0.7859999999999999
6,B3 LM,CHURCHMAN BIBLE,3031.5,34.656,0.925,1.7280000000000002,8.868,4.843999999999999,2,0.7140000000000001
7,B3 LM,CHURCHMAN BIBLE,3032.0,39.969,0.9259999999999999,0.987,9.267000000000001,4.445,2,0.643
