Facies,Formation,Well Name,Depth,GR,ILD_log10,DeltaPHI,PHIND,PE,NM_M,RELPOS
8,A1 LM,LUKE G U,2638.5,17.66,0.6509999999999999,0.4,7.3,4.4,2,0.955
8,A1 LM,LUKE G U,2639.0,18.02,0.736,0.5,5.15,4.8,2,0.94
8,A1 LM,LUKE G U,2639.5,20.47,0.81,3.1,4.15,4.9,2,0.925
8,A1 LM,LUKE G U,2640.0,26.7,0.848,4.0,4.4,4.8,2,0.91
8,A1 LM,LUKE G U,2640.5,33.18,0.866,6.8,6.0,4.6,2,0.8959999999999999
8,A1 LM,LUKE G U,2641.0,42.67,0.866,8.0,7.4,4.4,2,0.8809999999999999
8,A1 LM,LUKE G U,2641.5,51.37,0.782,10.1,8.85,3.8,2,0.866
6,A1 LM,LUKE G U,2642.0,54.26,0.745,12.6,10.4,3.6,2,0.851
6,A1 LM,LUKE G U,2642.5,56.67,0.736,12.8,10.7,3.6,2,0.836
6,A1 LM,LUKE G U,2643.0,57.35,0.736,12.3,10.95,3.7,2,0.821
6,A1 LM,LUKE G U,2643.5,62.93,0.736,11.1,11.55,3.8,2,0.8059999999999999
6,A1 LM,LUKE G U,2644.0,66.49,0.745,10.0,11.0,3.9,2,0.7909999999999999
6,A1 LM,LUKE G U,2644.5,64.2,0.754,7.2,9.3,4.0,2,0.7759999999999999
6,A1 LM,LUKE G U,2645.0,58.09,0.8009999999999999,2.5,6.55,4.1,2,0.7609999999999999
6,A1 LM,LUKE G U,2645.5,55.0,0.904,2.5,4.95,4.1,2,0.746
6,A1 LM,LUKE G U,2646.0,55.97,0.9229999999999999,2.5,4.85,4.1,2,0.731
6,A1 LM,LUKE G U,2646.5,58.81,0.9129999999999999,3.1,6.05,4.1,2,0.716
6,A1 LM,LUKE G U,2647.0,67.1,0.885,5.4,8.3,4.0,2,0.701
6,A1 LM,LUKE G U,2647.5,77.82,0.866,8.2,10.7,4.0,2,0.687
4,A1 LM,LUKE G U,2648.0,115.71,0.8290000000000001,8.2,11.5,3.9,2,0.672
4,A1 LM,LUKE G U,2648.5,145.34,0.81,8.1,11.55,3.7,2,0.657
4,A1 LM,LUKE G U,2649.0,195.89,0.8009999999999999,8.0,11.5,3.7,2,0.642
4,A1 LM,LUKE G U,2649.5,191.22,0.81,8.3,11.25,3.6,2,0.627
4,A1 LM,LUKE G U,2650.0,177.59,0.82,7.0,9.7,3.6,2,0.612
4,A1 LM,LUKE G U,2650.5,151.13,0.866,5.6,7.7,3.6,2,0.597
8,A1 LM,LUKE G U,2651.0,116.51,0.932,3.0,5.2,3.8,2,0.5820000000000001
8,A1 LM,LUKE G U,2651.5,58.47,0.96,2.0,3.4,4.4,2,0.5670000000000001
8,A1 LM,LUKE G U,2652.0,56.71,0.951,2.1,3.25,5.0,2,0.552
8,A1 LM,LUKE G U,2652.5,64.91,0.9229999999999999,5.4,5.5,5.0,2,0.537
8,A1 LM,LUKE G U,2653.0,74.3,0.885,10.1,8.65,4.8,2,0.522
4,A1 LM,LUKE G U,2653.5,85.32,0.8290000000000001,9.8,11.4,4.6,2,0.507
4,A1 LM,LUKE G U,2654.0,97.02,0.754,11.9,13.75,4.3,2,0.493
4,A1 LM,LUKE G U,2654.5,94.31,0.7170000000000001,10.7,14.45,4.1,2,0.478
4,A1 LM,LUKE G U,2655.0,88.35,0.6890000000000001,10.2,14.7,3.9,2,0.46299999999999997
4,A1 LM,LUKE G U,2655.5,87.22,0.66,9.9,14.85,3.8,2,0.44799999999999995
4,A1 LM,LUKE G U,2656.0,85.82,0.628,9.6,14.8,3.8,2,0.433
4,A1 LM,LUKE G U,2656.5,85.68,0.614,9.6,14.8,3.7,2,0.418
4,A1 LM,LUKE G U,2657.0,86.5,0.623,9.4,14.9,3.7,2,0.40299999999999997
4,A1 LM,LUKE G U,2657.5,88.5,0.623,9.1,15.05,3.6,2,0.38799999999999996
4,A1 LM,LUKE G U,2658.0,88.84,0.623,8.7,14.95,3.6,2,0.373
4,A1 LM,LUKE G U,2658.5,83.21,0.633,8.6,14.8,3.4,2,0.358
4,A1 LM,LUKE G U,2659.0,71.5,0.633,8.7,14.65,3.3,2,0.34299999999999997
4,A1 LM,LUKE G U,2659.5,67.33,0.6609999999999999,9.2,14.3,3.4,2,0.32799999999999996
4,A1 LM,LUKE G U,2660.0,61.32,0.6890000000000001,9.5,13.95,3.5,2,0.313
4,A1 LM,LUKE G U,2660.5,55.48,0.764,8.5,13.05,3.6,2,0.299
6,A1 LM,LUKE G U,2661.0,51.6,0.857,3.8,10.1,3.7,2,0.284
6,A1 LM,LUKE G U,2661.5,47.71,0.838,3.2,9.0,3.8,2,0.26899999999999996
6,A1 LM,LUKE G U,2662.0,48.07,0.8009999999999999,3.2,8.9,3.8,2,0.254
4,A1 LM,LUKE G U,2662.5,49.41,0.754,3.4,9.3,3.8,2,0.239
4,A1 LM,LUKE G U,2663.0,66.1,0.6890000000000001,3.7,10.35,3.8,2,0.22399999999999998
4,A1 LM,LUKE G U,2663.5,76.15,0.633,4.7,11.75,3.6,2,0.209
4,A1 LM,LUKE G U,2664.0,92.92,0.595,7.6,14.1,3.3,2,0.19399999999999998
4,A1 LM,LUKE G U,2664.5,100.69,0.5770000000000001,7.8,16.3,3.2,2,0.179
4,A1 LM,LUKE G U,2665.0,101.16,0.605,7.4,18.6,2.5,2,0.16399999999999998
4,A1 LM,LUKE G U,2665.5,97.59,0.654,4.5,20.95,2.8,2,0.149
4,A1 LM,LUKE G U,2666.0,87.35,0.711,4.7,20.85,3.1,2,0.134
6,A1 LM,LUKE G U,2666.5,72.1,0.7609999999999999,6.8,13.5,3.3,2,0.11900000000000001
6,A1 LM,LUKE G U,2667.0,64.79,0.8059999999999999,7.5,9.75,3.8,2,0.10400000000000001
6,A1 LM,LUKE G U,2667.5,62.31,0.848,6.4,8.3,3.9,2,0.09
6,A1 LM,LUKE G U,2668.0,56.83,0.894,5.0,7.2,3.8,2,0.075
8,A1 LM,LUKE G U,2668.5,52.34,0.904,1.7,5.45,3.8,2,0.06
8,A1 LM,LUKE G U,2669.0,48.52,0.904,-4.3,8.35,4.0,2,0.045
8,A1 LM,LUKE G U,2669.5,54.95,0.885,-12.3,12.45,4.0,2,0.03
8,A1 LM,LUKE G U,2670.0,61.02,0.838,-14.4,17.3,3.8,2,0.015
3,B1 SH,LUKE G U,2670.5,66.93,0.745,-13.4,21.8,3.6,1,1.0
3,B1 SH,LUKE G U,2671.0,70.41,0.708,-6.3,21.75,3.2,1,0.9740000000000001
3,B1 SH,LUKE G U,2671.5,73.06,0.6609999999999999,-1.0,20.0,3.1,1,0.9490000000000001
3,B1 SH,LUKE G U,2672.0,75.05,0.623,0.3,20.35,3.0,1,0.9229999999999999
3,B1 SH,LUKE G U,2672.5,76.58,0.614,1.1,21.15,2.9,1,0.897
3,B1 SH,LUKE G U,2673.0,79.26,0.614,1.0,24.1,2.8,1,0.872
3,B1 SH,LUKE G U,2673.5,80.34,0.614,6.3,23.55,2.7,1,0.846
3,B1 SH,LUKE G U,2674.0,80.13,0.614,6.8,23.7,2.6,1,0.821
3,B1 SH,LUKE G U,2674.5,76.51,0.623,6.6,23.6,2.6,1,0.795
3,B1 SH,LUKE G U,2675.0,74.52,0.642,3.3,24.25,2.6,1,0.769
2,B1 SH,LUKE G U,2675.5,73.2,0.67,0.1,23.65,2.6,1,0.7440000000000001
2,B1 SH,LUKE G U,2676.0,69.51,0.698,4.0,17.9,2.7,1,0.718
2,B1 SH,LUKE G U,2676.5,64.97,0.736,4.6,16.0,2.8,1,0.6920000000000001
2,B1 SH,LUKE G U,2677.0,65.21,0.736,6.3,14.85,3.0,1,0.667
2,B1 SH,LUKE G U,2677.5,65.7,0.736,7.4,13.6,3.1,1,0.6409999999999999
2,B1 SH,LUKE G U,2678.0,65.24,0.7170000000000001,9.0,11.6,3.3,1,0.615
2,B1 SH,LUKE G U,2678.5,63.2,0.7170000000000001,9.2,10.7,3.6,1,0.59
2,B1 SH,LUKE G U,2679.0,61.71,0.6759999999999999,6.7,11.15,3.7,1,0.564
2,B1 SH,LUKE G U,2679.5,60.3,0.624,4.3,11.05,3.6,1,0.5379999999999999
2,B1 SH,LUKE G U,2680.0,58.7,0.565,2.5,11.65,3.5,1,0.513
2,B1 SH,LUKE G U,2680.5,56.18,0.511,0.8,11.7,3.3,1,0.48700000000000004
2,B1 SH,LUKE G U,2681.0,55.11,0.483,0.4,11.6,3.0,1,0.462
2,B1 SH,LUKE G U,2681.5,54.51,0.436,0.5,11.55,3.0,1,0.436
2,B1 SH,LUKE G U,2682.0,55.3,0.41100000000000003,0.8,11.5,2.9,1,0.41
2,B1 SH,LUKE G U,2682.5,55.56,0.39,1.2,11.6,2.9,1,0.385
2,B1 SH,LUKE G U,2683.0,54.92,0.36200000000000004,1.1,11.75,2.8,1,0.359
2,B1 SH,LUKE G U,2683.5,54.92,0.35200000000000004,1.0,11.9,2.8,1,0.33299999999999996
2,B1 SH,LUKE G U,2684.0,55.63,0.36200000000000004,0.9,11.85,2.9,1,0.308
2,B1 SH,LUKE G U,2684.5,57.6,0.371,1.0,11.7,2.9,1,0.282
2,B1 SH,LUKE G U,2685.0,60.83,0.371,1.7,11.45,3.0,1,0.256
2,B1 SH,LUKE G U,2685.5,62.86,0.38,2.4,11.6,3.1,1,0.231
3,B1 SH,LUKE G U,2686.0,67.48,0.40700000000000003,8.6,14.6,3.1,1,0.205
3,B1 SH,LUKE G U,2686.5,74.05,0.436,8.4,14.8,3.2,1,0.179
3,B1 SH,LUKE G U,2687.0,77.79,0.46399999999999997,8.2,14.6,3.2,1,0.154
3,B1 SH,LUKE G U,2687.5,76.99,0.49,6.9,13.55,3.3,1,0.128
3,B1 SH,LUKE G U,2688.0,75.9,0.502,6.7,15.15,3.4,1,0.10300000000000001
3,B1 SH,LUKE G U,2688.5,74.27,0.521,3.7,18.55,3.5,1,0.077
3,B1 SH,LUKE G U,2689.0,73.43,0.537,-1.0,21.9,3.6,1,0.051
3,B1 SH,LUKE G U,2689.5,64.68,0.633,-0.5,20.45,3.3,1,0.026000000000000002
8,B1 LM,LUKE G U,2690.0,50.6,0.7170000000000001,-0.2,16.1,3.4,2,1.0
8,B1 LM,LUKE G U,2690.5,39.67,0.792,-1.6,6.4,3.6,2,0.9570000000000001
8,B1 LM,LUKE G U,2691.0,31.96,0.81,0.5,4.55,3.9,2,0.9129999999999999
6,B1 LM,LUKE G U,2691.5,42.29,0.866,0.6,4.6,4.5,2,0.87
6,B1 LM,LUKE G U,2692.0,48.33,0.904,1.8,5.6,4.2,2,0.826
6,B1 LM,LUKE G U,2692.5,48.4,0.932,0.9,6.15,3.6,2,0.7829999999999999
6,B1 LM,LUKE G U,2693.0,48.41,0.9790000000000001,0.5,6.25,3.4,2,0.7390000000000001
6,B1 LM,LUKE G U,2693.5,46.41,1.0070000000000001,-0.2,5.9,3.5,2,0.696
8,B1 LM,LUKE G U,2694.0,44.36,1.025,-0.7,5.45,3.6,2,0.652
8,B1 LM,LUKE G U,2694.5,39.15,1.053,-0.2,4.4,3.8,2,0.609
6,B1 LM,LUKE G U,2695.0,36.7,1.072,0.7,3.25,4.1,2,0.565
6,B1 LM,LUKE G U,2695.5,36.01,1.1,0.5,3.05,4.7,2,0.522
6,B1 LM,LUKE G U,2696.0,37.9,1.119,0.8,3.3,4.9,2,0.478
6,B1 LM,LUKE G U,2696.5,40.44,1.119,1.4,3.6,4.7,2,0.435
6,B1 LM,LUKE G U,2697.0,43.51,1.128,1.7,3.75,4.5,2,0.391
6,B1 LM,LUKE G U,2697.5,44.73,1.119,1.8,3.9,4.3,2,0.348
6,B1 LM,LUKE G U,2698.0,52.29,1.119,1.9,4.25,4.2,2,0.304
6,B1 LM,LUKE G U,2698.5,57.68,1.095,2.9,5.35,4.3,2,0.261
8,B1 LM,LUKE G U,2699.0,55.66,1.063,2.6,5.3,4.5,2,0.217
8,B1 LM,LUKE G U,2699.5,51.65,1.044,1.7,4.35,4.6,2,0.174
8,B1 LM,LUKE G U,2700.0,48.58,0.894,1.2,3.4,4.6,2,0.13
8,B1 LM,LUKE G U,2700.5,52.53,0.82,0.8,3.5,4.5,2,0.087
8,B1 LM,LUKE G U,2701.0,63.83,0.727,2.4,4.9,4.1,2,0.043
3,B2 SH,LUKE G U,2701.5,73.93,0.6609999999999999,2.5,9.95,3.6,1,1.0
3,B2 SH,LUKE G U,2702.0,82.15,0.623,5.9,12.95,3.2,1,0.9570000000000001
2,B2 SH,LUKE G U,2702.5,79.86,0.586,7.5,14.05,3.1,1,0.9129999999999999
2,B2 SH,LUKE G U,2703.0,75.71,0.5670000000000001,6.6,13.5,3.1,1,0.87
2,B2 SH,LUKE G U,2703.5,70.41,0.5670000000000001,7.0,11.0,3.2,1,0.826
2,B2 SH,LUKE G U,2704.0,59.72,0.595,6.8,9.4,3.4,1,0.7829999999999999
2,B2 SH,LUKE G U,2704.5,61.47,0.623,5.8,8.4,3.6,1,0.7390000000000001
2,B2 SH,LUKE G U,2705.0,65.24,0.623,6.6,8.9,3.9,1,0.696
2,B2 SH,LUKE G U,2705.5,66.26,0.633,6.4,9.1,4.1,1,0.652
2,B2 SH,LUKE G U,2706.0,68.21,0.623,4.8,9.8,4.2,1,0.609
2,B2 SH,LUKE G U,2706.5,69.24,0.5670000000000001,3.1,10.65,4.0,1,0.565
2,B2 SH,LUKE G U,2707.0,71.23,0.53,2.0,12.8,3.8,1,0.522
2,B2 SH,LUKE G U,2707.5,76.47,0.502,-9.2,23.9,3.7,1,0.478
3,B2 SH,LUKE G U,2708.0,83.52,0.493,-5.5,27.15,3.2,1,0.435
3,B2 SH,LUKE G U,2708.5,82.88,0.502,-4.8,27.5,2.6,1,0.348
3,B2 SH,LUKE G U,2709.0,76.99,0.53,-2.5,25.55,2.6,1,0.304
2,B2 SH,LUKE G U,2709.5,68.71,0.5489999999999999,-1.9,15.95,2.7,1,0.261
2,B2 SH,LUKE G U,2710.0,66.49,0.595,2.3,9.95,3.0,1,0.217
2,B2 SH,LUKE G U,2710.5,66.67,0.614,1.8,10.3,3.4,1,0.174
2,B2 SH,LUKE G U,2711.0,68.68,0.6609999999999999,4.7,17.45,3.4,1,0.13
2,B2 SH,LUKE G U,2711.5,67.26,0.6890000000000001,-3.6,21.4,3.3,1,0.087
8,B2 LM,LUKE G U,2712.0,38.21,0.745,0.5,17.25,3.2,2,1.0
8,B2 LM,LUKE G U,2712.5,23.03,0.764,2.0,13.2,3.4,2,0.9470000000000001
8,B2 LM,LUKE G U,2713.0,16.09,0.764,0.0,9.6,4.0,2,0.895
8,B2 LM,LUKE G U,2713.5,15.38,0.773,0.2,9.4,4.7,2,0.8420000000000001
8,B2 LM,LUKE G U,2714.0,15.34,0.792,0.1,9.75,5.3,2,0.789
8,B2 LM,LUKE G U,2714.5,15.83,0.792,-1.5,11.15,5.8,2,0.737
8,B2 LM,LUKE G U,2715.0,16.39,0.8009999999999999,-2.0,11.4,5.8,2,0.684
8,B2 LM,LUKE G U,2715.5,17.2,0.838,-2.5,11.15,5.6,2,0.632
8,B2 LM,LUKE G U,2716.0,20.17,0.857,-3.0,10.4,5.2,2,0.579
8,B2 LM,LUKE G U,2716.5,24.31,0.8759999999999999,-3.0,8.6,5.1,2,0.526
8,B2 LM,LUKE G U,2717.0,24.49,0.885,-0.4,6.6,5.0,2,0.474
8,B2 LM,LUKE G U,2717.5,24.54,0.904,0.7,5.95,5.0,2,0.42100000000000004
8,B2 LM,LUKE G U,2718.0,23.16,0.904,1.2,6.5,5.0,2,0.368
8,B2 LM,LUKE G U,2718.5,22.98,0.9129999999999999,1.1,6.75,5.0,2,0.316
8,B2 LM,LUKE G U,2719.0,23.48,0.904,0.8,7.8,5.1,2,0.263
8,B2 LM,LUKE G U,2719.5,25.9,0.866,1.8,8.1,5.1,2,0.21100000000000002
6,B2 LM,LUKE G U,2720.0,25.9,0.866,1.8,8.1,5.1,2,0.21100000000000002
6,B2 LM,LUKE G U,2720.5,32.16,0.8240000000000001,2.9,8.15,5.1,2,0.158
6,B2 LM,LUKE G U,2721.0,34.86,0.773,3.5,8.55,5.1,2,0.105
6,B2 LM,LUKE G U,2721.5,38.53,0.726,2.8,8.9,5.1,2,0.053
3,B3 SH,LUKE G U,2722.0,40.07,0.595,0.3,8.95,4.9,1,1.0
3,B3 SH,LUKE G U,2722.5,45.45,0.493,-5.8,11.9,4.4,1,0.971
3,B3 SH,LUKE G U,2723.0,54.42,0.446,-16.0,17.8,3.7,1,0.943
3,B3 SH,LUKE G U,2723.5,82.13,0.42700000000000005,-12.2,23.4,3.3,1,0.914
3,B3 SH,LUKE G U,2724.0,95.72,0.39899999999999997,-5.6,27.1,2.9,1,0.8859999999999999
3,B3 SH,LUKE G U,2724.5,100.54,0.371,-0.6,29.6,2.6,1,0.857
3,B3 SH,LUKE G U,2725.0,101.09,0.34299999999999997,-0.2,29.8,2.5,1,0.8290000000000001
3,B3 SH,LUKE G U,2725.5,97.01,0.306,-0.5,29.55,2.4,1,0.8
3,B3 SH,LUKE G U,2726.0,89.65,0.268,-3.4,28.0,2.4,1,0.7709999999999999
3,B3 SH,LUKE G U,2726.5,87.36,0.25,-1.3,23.45,2.4,1,0.743
3,B3 SH,LUKE G U,2727.0,84.42,0.231,3.0,20.9,2.5,1,0.7140000000000001
3,B3 SH,LUKE G U,2727.5,83.16,0.222,7.3,18.85,2.7,1,0.6859999999999999
3,B3 SH,LUKE G U,2728.0,82.81,0.212,7.6,19.5,2.7,1,0.657
3,B3 SH,LUKE G U,2728.5,85.11,0.19399999999999998,4.3,21.85,2.8,1,0.629
3,B3 SH,LUKE G U,2729.0,86.75,0.19399999999999998,4.1,21.85,2.7,1,0.6
3,B3 SH,LUKE G U,2729.5,87.27,0.19399999999999998,3.0,21.2,2.6,1,0.5710000000000001
3,B3 SH,LUKE G U,2730.0,85.02,0.203,5.4,19.6,2.6,1,0.5429999999999999
3,B3 SH,LUKE G U,2730.5,79.75,0.226,5.8,19.7,2.6,1,0.514
3,B3 SH,LUKE G U,2731.0,78.3,0.24,5.5,19.85,2.6,1,0.486
3,B3 SH,LUKE G U,2731.5,81.07,0.26899999999999996,7.6,18.4,2.6,1,0.457
2,B3 SH,LUKE G U,2732.0,79.27,0.302,6.4,16.2,2.8,1,0.429
2,B3 SH,LUKE G U,2732.5,73.93,0.33399999999999996,5.9,14.05,3.0,1,0.4
2,B3 SH,LUKE G U,2733.0,65.23,0.371,4.1,11.95,3.3,1,0.371
2,B3 SH,LUKE G U,2733.5,61.78,0.446,3.2,11.2,3.5,1,0.34299999999999997
2,B3 SH,LUKE G U,2734.0,62.11,0.493,2.8,11.5,3.5,1,0.314
2,B3 SH,LUKE G U,2734.5,62.58,0.521,2.7,11.95,3.4,1,0.28600000000000003
2,B3 SH,LUKE G U,2735.0,64.56,0.53,2.5,12.15,3.3,1,0.257
2,B3 SH,LUKE G U,2735.5,67.07,0.53,2.5,11.85,3.4,1,0.22899999999999998
2,B3 SH,LUKE G U,2736.0,68.49,0.521,2.8,11.7,3.3,1,0.2
2,B3 SH,LUKE G U,2736.5,74.44,0.521,3.1,11.55,3.2,1,0.171
3,B3 SH,LUKE G U,2737.0,78.97,0.521,4.4,11.5,3.3,1,0.14300000000000002
3,B3 SH,LUKE G U,2737.5,80.06,0.5579999999999999,5.7,11.65,3.4,1,0.114
8,B3 LM,LUKE G U,2738.0,67.48,0.741,2.5,13.85,3.9,2,1.0
8,B3 LM,LUKE G U,2738.5,52.5,0.773,1.4,12.9,4.0,2,0.889
8,B3 LM,LUKE G U,2739.0,31.71,0.8009999999999999,0.6,9.2,4.3,2,0.778
8,B3 LM,LUKE G U,2739.5,25.1,0.81,-0.7,8.35,4.6,2,0.667
8,B3 LM,LUKE G U,2740.0,23.57,0.8290000000000001,-1.5,7.55,4.7,2,0.556
8,B3 LM,LUKE G U,2740.5,25.17,0.8290000000000001,-1.5,7.15,4.7,2,0.444
8,B3 LM,LUKE G U,2741.0,31.3,0.8009999999999999,-0.8,6.7,4.7,2,0.33299999999999996
8,B3 LM,LUKE G U,2741.5,37.3,0.773,0.1,6.75,4.4,2,0.222
8,B3 LM,LUKE G U,2742.0,43.05,0.736,0.9,7.15,3.8,2,0.111
2,B4 SH,LUKE G U,2742.5,49.95,0.698,1.6,7.9,3.6,1,1.0
2,B4 SH,LUKE G U,2743.0,56.08,0.642,1.6,8.2,3.5,1,0.9570000000000001
2,B4 SH,LUKE G U,2743.5,58.25,0.62,1.8,8.8,3.4,1,0.9129999999999999
2,B4 SH,LUKE G U,2744.0,61.71,0.596,3.0,9.1,3.4,1,0.87
2,B4 SH,LUKE G U,2744.5,66.63,0.5670000000000001,4.1,9.45,3.3,1,0.826
3,B4 SH,LUKE G U,2745.0,71.55,0.5579999999999999,5.1,9.85,3.3,1,0.7829999999999999
3,B4 SH,LUKE G U,2745.5,78.54,0.5670000000000001,6.9,11.35,3.3,1,0.7390000000000001
3,B4 SH,LUKE G U,2746.0,82.48,0.5489999999999999,9.5,13.95,3.2,1,0.696
3,B4 SH,LUKE G U,2746.5,77.48,0.5489999999999999,8.7,13.65,3.2,1,0.652
2,B4 SH,LUKE G U,2747.0,74.35,0.539,7.7,12.75,3.1,1,0.609
2,B4 SH,LUKE G U,2747.5,67.76,0.53,6.7,11.95,3.2,1,0.565
2,B4 SH,LUKE G U,2748.0,62.93,0.53,5.7,11.65,3.3,1,0.522
2,B4 SH,LUKE G U,2748.5,58.85,0.53,2.8,10.7,3.3,1,0.478
2,B4 SH,LUKE G U,2749.0,57.92,0.521,2.2,11.0,3.3,1,0.435
2,B4 SH,LUKE G U,2749.5,61.42,0.53,2.2,11.2,3.2,1,0.391
2,B4 SH,LUKE G U,2750.0,61.98,0.53,2.5,11.45,3.2,1,0.348
2,B4 SH,LUKE G U,2750.5,62.63,0.539,2.8,11.5,3.1,1,0.304
2,B4 SH,LUKE G U,2751.0,62.94,0.539,3.6,11.2,3.1,1,0.261
2,B4 SH,LUKE G U,2751.5,65.85,0.53,4.4,10.9,3.3,1,0.217
2,B4 SH,LUKE G U,2752.0,68.59,0.53,4.4,10.9,3.4,1,0.174
3,B4 SH,LUKE G U,2752.5,74.99,0.53,2.7,12.25,3.5,1,0.13
